RHEA_ID	DIRECTION	MASTER_ID	ID
11635	BI	11632	SELENOCYSTEINE-LYASE-RXN
11675	BI	11672	PABASYN-RXN
11681	LR	11680	GMP-SYN-GLUT-RXN
11689	LR	11688	LEUCINE--TRNA-LIGASE-RXN
11693	LR	11692	PYRNUTRANSHYDROGEN-RXN
11711	BI	11708	IMP-DEHYDROG-RXN
11726	RL	11724	1.8.4.8-RXN
11742	RL	11740	GLUTATHIONE-REDUCT-NADPH-RXN
11757	LR	11756	BIOTINLIG-RXN
11770	RL	11768	PRTRANS-RXN
11801	LR	11800	NADPYROPHOSPHAT-RXN
11819	BI	11816	PGLUCISOM-RXN
11827	BI	11824	3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN
11829	LR	11828	RXN-15952
11846	RL	11844	PYRUVFORMLY-RXN
11861	LR	11860	2.7.13.2-RXN
11867	BI	11864	1.5.8.2-RXN
11955	BI	11952	RXN0-305
11963	BI	11960	SUCCINYLDIAMINOPIMTRANS-RXN
11973	LR	11972	RXN-15294
11989	LR	11988	2.1.1.79-RXN
12013	LR	12012	THIKIN-RXN
12057	LR	12056	ERYTH4PDEHYDROG-RXN
12069	LR	12068	HOLO-ACP-SYNTH-RXN
12081	LR	12080	2.3.1.180-RXN
12105	LR	12104	THYMIDYLATESYN-RXN
12121	LR	12120	GLUC1PADENYLTRANS-RXN
12133	LR	12132	3.6.3.3-RXN
12161	LR	12160	KDUD-RXN
12175	BI	12172	GLUCOSAMINE-6-P-DEAMIN-RXN
12189	LR	12188	2OXOGLUTDECARB-RXN
12229	LR	12228	ASNSYNB-RXN
12250	RL	12248	UDPNACETYLMURAMATEDEHYDROG-RXN
12271	BI	12268	2.6.1.82-RXN
12279	BI	12276	RXN0-2301
12293	LR	12292	SERINE--TRNA-LIGASE-RXN
12341	LR	12340	LEUCYLTRANSFERASE-RXN
12346	RL	12344	GLUTRNAREDUCT-RXN
12359	BI	12356	MANNPISOM-RXN
12377	LR	12376	FUCULOKIN-RXN
12401	LR	12400	NMNAMIDOHYDRO-RXN
12421	LR	12420	TAGAKIN-RXN
12463	BI	12460	FUMHYDR-RXN
12485	LR	12484	5-NUCLEOTID-RXN
12497	LR	12496	RXN-15292
12541	LR	12540	ALANINE--TRNA-LIGASE-RXN
12557	LR	12556	6PGLUCONOLACT-RXN
12596	BI	12593	PHOSPHAGLYPSYN-RXN
12606	LR	12605	DXS-RXN
12644	BI	12641	PGLYCDEHYDROG-RXN
12654	LR	12653	1.1.1.39-RXN
12654	LR	12653	MALIC-NAD-RXN
12698	LR	12697	GMKALT-RXN
12706	LR	12705	2.1.1.77-RXN
12722	LR	12721	SPERMIDINESYN-RXN
12735	RL	12733	QUINOPRIBOTRANS-RXN
12768	BI	12765	PYRUFLAVREDUCT-RXN
12816	BI	12813	GLUTRACE-RXN
12824	BI	12821	DEOXYRIBOSE-P-ALD-RXN
12914	LR	12913	RXN-8654
12936	BI	12933	FUCPALDOL-RXN
12958	LR	12957	ACETYLESTERASE-RXN
12970	LR	12969	GLYCPDIESTER-RXN
12976	BI	12973	ADENYL-KIN-RXN
12978	LR	12977	PHOSPHOAMIDASE-RXN
13019	RL	13017	URACIL-PRIBOSYLTRANS-RXN
13052	BI	13049	GLUCUROISOM-RXN
13074	LR	13073	PPPGPPHYDRO-RXN
13091	RL	13089	1.7.2.2-RXN
13098	LR	13097	3-HYDROXYDECANOYL-ACP-DEHYDR-RXN
13106	LR	13105	GLYCEROL-2-PHOSPHATASE-RXN
13122	LR	13121	SHIKIMATE-KINASE-RXN
13150	LR	13149	NQOR-RXN
13162	LR	13161	THREODEHYD-RXN
13186	LR	13185	OHMETHYLBILANESYN-RXN
13194	LR	13193	RXN0-743
13214	LR	13213	SUCCSEMIALDDEHYDROG-RXN
13218	LR	13217	SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
13236	BI	13233	RXN0-5199
13238	LR	13237	L-GLN-FRUCT-6-P-AMINOTRANS-RXN
13248	BI	13245	ISOCIT-CLEAV-RXN
13286	LR	13285	GLUTCYSLIG-RXN
13382	LR	13381	ACECOATRANS-RXN
13395	RL	13393	NICOTINATEPRIBOSYLTRANS-RXN
13411	RL	13409	RXN0-4022
13432	BI	13429	2.7.7.60-RXN
13434	LR	13433	CYTIDEAM-RXN
13452	BI	13449	RXN-8645
13482	LR	13481	METHIONINE--TRNA-LIGASE-RXN
13496	BI	13493	ACETOOHBUTREDUCTOISOM-RXN
13502	LR	13501	BIOTIN-CARBOXYL-RXN
13510	LR	13509	NAG1P-URIDYLTRANS-RXN
13518	LR	13517	DTMPKI-RXN
13554	LR	13553	GALACTOKIN-RXN
13558	LR	13557	GLUTATHIONE-SYN-RXN
13594	LR	13593	ALLANTOATE-DEIMINASE-RXN
13618	LR	13617	METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN
13634	LR	13633	RXN0-3901
13658	LR	13657	CITRATE-PRO-3S-LYASE-THIOLESTERASE-RXN
13668	BI	13665	GUANYLCYC-RXN
13674	LR	13673	URITRANS-RXN
13680	BI	13677	RIBULP3EPIM-RXN
13682	LR	13681	DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN
13698	LR	13697	RIBOKIN-RXN
13714	LR	13713	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
13720	BI	13717	DXPREDISOM-RXN
13726	LR	13725	2.3.1.157-RXN
13772	BI	13769	GLYCDEH-RXN
13803	RL	13801	SULFITE-REDUCT-RXN
13822	LR	13821	RXN0-7316
13852	BI	13849	DARABISOM-RXN
13870	LR	13869	PREPHENATEDEHYDROG-RXN
13894	LR	13893	BIS5-ADENOSYL-TRIPHOSPHATASE-RXN
13898	LR	13897	CHORISMATEMUT-RXN
13926	LR	13925	UDPNACETYLGLUCOSAMACYLTRANS-RXN
13930	LR	13929	AGMATIN-RXN
13954	LR	13953	RXN-15041
13966	LR	13965	CYSTATHIONINE-BETA-LYASE-RXN
13978	LR	13977	DSERDEAM-RXN
13988	BI	13985	HOMOSERKIN-RXN
13992	BI	13989	GALACTURIDYLYLTRANS-RXN
14018	LR	14017	RIBOSYLNICOTINAMIDE-KINASE-RXN
14031	RL	14029	RXN0-2101
14054	LR	14053	KDO-8PSYNTH-RXN
14084	BI	14081	RXN0-2381
14107	RL	14105	PYRROLINECARBREDUCT-RXN
14111	RL	14109	PYRROLINECARBREDUCT-RXN
14214	LR	14213	1PFRUCTPHOSN-RXN
14219	RL	14217	RXN-8668
14246	LR	14245	ATP-PYROPHOSPHATASE-RXN
14254	LR	14253	PPGPPSYN-RXN
14266	LR	14265	GSAAMINOTRANS-RXN
14272	BI	14269	QOR-RXN
14278	LR	14277	LACTALDDEHYDROG-RXN
14306	LR	14305	PROLINE--TRNA-LIGASE-RXN
14332	BI	14329	PSERTRANSAM-RXN
14354	LR	14353	RXN0-705
14358	LR	14357	RIBOFLAVINKIN-RXN
14370	LR	14369	GPH-RXN
14434	LR	14433	TRNA-CYTIDYLYLTRANSFERASE-RXN
14454	LR	14453	1.1.1.262-RXN
14466	LR	14465	HISTIDPHOS-RXN
14546	LR	14545	NICOTINAMID-RXN
14566	LR	14565	2.3.1.179-RXN
14574	LR	14573	GLUCARDEHYDRA-RXN
14614	LR	14613	ABC-64-RXN
14630	LR	14629	ACETYLGLUTKIN-RXN
14660	BI	14657	RIB5PISOM-RXN
14666	LR	14665	GUANINE-DEAMINASE-RXN
14720	BI	14717	DAHPSYN-RXN
14726	LR	14725	BTUR2-RXN
14732	BI	14729	F16ALDOLASE-RXN
14734	LR	14733	3.6.3.53-RXN
14780	BI	14777	AMP-DEAMINASE-RXN
14798	LR	14797	DEOXYGLUCONOKIN-RXN
14804	BI	14801	PHOSGLYPHOS-RXN
14806	LR	14805	ALLOSE-KINASE-RXN
14824	BI	14821	ARABISOM-RXN
14832	BI	14829	ACSERLY-RXN
14878	LR	14877	GLUTKIN-RXN
14907	RL	14905	PRPPAMIDOTRANS-RXN
14962	LR	14961	S-FORMYLGLUTATHIONE-HYDROLASE-RXN
14966	LR	14965	ACYLPHOSPHATASE-RXN
14970	LR	14969	RXN0-2441
15011	RL	15009	DIHYDROFOLATEREDUCT-RXN
15018	LR	15017	ACID-PHOSPHATASE-RXN
15018	LR	15017	ALKAPHOSPHA-RXN
15046	LR	15045	1.8.1.4-RXN
15050	LR	15049	GDP-GLUCOSIDASE-RXN
15056	BI	15053	GART-RXN
15096	BI	15093	TYRAMINOTRANS-RXN
15102	LR	15101	DIAMINOPIMDECARB-RXN
15118	LR	15117	2.7.8.25-RXN
15140	BI	15137	1.1.1.251-RXN
15150	LR	15149	PNPOXI-RXN
15172	BI	15169	SUCCGLUDESUCC-RXN
15178	LR	15177	LYSOPHOSPHOLIPASE-RXN
15188	BI	15185	ARGININE-N-SUCCINYLTRANSFERASE-RXN
15194	LR	15193	DGTPTRIPHYDRO-RXN
15198	LR	15197	2.1.1.72-RXN
15212	BI	15209	TARTRATE-DEHYDROGENASE-RXN
15214	LR	15213	RXN0-1147
15224	BI	15221	CDPDIGLYPYPHOSPHA-RXN
15228	BI	15225	DTDPGLUCOSEPP-RXN
15230	LR	15229	2.7.7.13-RXN
15266	LR	15265	PDXJ-RXN
15306	LR	15305	BADH-RXN
15314	LR	15313	ETHAMLY-RXN
15326	LR	15325	RXN-1381
15330	LR	15329	R165-RXN
15330	LR	15329	RXN0-7024
15334	LR	15333	R165-RXN
15378	LR	15377	RXN0-5461
15384	BI	15381	QUERCETIN-23-DIOXYGENASE-RXN
15390	LR	15389	ADENYLATECYC-RXN
15396	BI	15393	DIAMINOPIMEPIM-RXN
15406	LR	15405	RXN1-42
15416	BI	15413	LTARTDEHYDRA-RXN
15426	LR	15425	HEMN-RXN
15470	LR	15469	PRIBFAICARPISOM-RXN
15484	BI	15481	GLYOHMETRANS-RXN
15503	RL	15501	GLUTAMATESYN-RXN
15558	LR	15557	ABC-20-RXN
15578	LR	15577	URIDINE-NUCLEOSIDASE-RXN
15612	BI	15609	PRPPSYN-RXN
15616	BI	15613	DIMETHUROPORDEHYDROG-RXN
15642	LR	15641	OXALODECARB-RXN
15650	LR	15649	RXN0-5222
15716	BI	15713	GALACTOACETYLTRAN-RXN
15732	BI	15729	MANNONOXIDOREDUCT-RXN
15754	LR	15753	ADENYLOSUCCINATE-SYNTHASE-RXN
15759	RL	15757	HOMOSERDEHYDROG-RXN
15763	RL	15761	HOMOSERDEHYDROG-RXN
15770	LR	15769	COBINAMIDEKIN-RXN
15806	LR	15805	DETHIOBIOTIN-SYN-RXN
15818	LR	15817	PMPOXI-RXN
15842	LR	15841	GLU6PDEHYDROG-RXN
15880	BI	15877	PYRDAMPTRANS-RXN
15890	LR	15889	GLUTAMIN-RXN
15904	BI	15901	3PGAREARR-RXN
15910	LR	15909	RXN0-299
15914	LR	15913	THI-P-KIN-RXN
15936	BI	15933	LACTALDREDUCT-RXN
15939	RL	15937	ALCOHOL-DEHYDROGENASE-NADPORNOP%2b-RXN
15942	LR	15941	ACETYLORNDEACET-RXN
15958	LR	15957	ALTRODEHYDRAT-RXN
15982	LR	15981	SAMDECARB-RXN
16006	LR	16005	GALACTARDEHYDRA-RXN
16014	LR	16013	GLYCINE--TRNA-LIGASE-RXN
16024	BI	16021	OXALOACETATE-TAUTOMERASE-RXN
16040	BI	16037	THYM-PHOSPH-RXN
16050	LR	16049	COBALAMINSYN-RXN
16070	LR	16069	CYTIDEAM2-RXN
16090	LR	16089	RXN-7948
16107	RL	16105	ENOYL-COA-HYDRAT-RXN
16110	LR	16109	6PFRUCTPHOS-RXN
16126	LR	16125	FRUCTOKINASE-RXN
16154	LR	16153	AMINEOXID-RXN
16170	LR	16169	GLUTAMINESYN-RXN
16202	LR	16201	ADCLY-RXN
16230	LR	16229	CDPDIGLYSYN-RXN
16235	RL	16233	2-DEHYDROPANTOATE-REDUCT-RXN
16240	BI	16237	PEPTIDYLPROLYL-ISOMERASE-RXN
16252	BI	16249	GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN
16296	BI	16293	3-ISOPROPYLMALISOM-RXN
16334	LR	16333	2.7.7.61-RXN
16371	RL	16369	DLACTDEHYDROGNAD-RXN
16374	LR	16373	PANTOTHENATE-KIN-RXN
16418	LR	16417	PYRROLINECARBDEHYDROG-RXN
16430	LR	16429	UDP-NACMURALA-GLU-LIG-RXN
16442	LR	16441	CHEBDEAMID-RXN
16498	LR	16497	RXN-11596
16506	LR	16505	CHORPYRLY-RXN
16519	RL	16517	AMINOPROPDEHYDROG-RXN
16524	BI	16521	FERREDOXIN--NAD%2b-REDUCTASE-RXN
16526	LR	16525	DEHYDDEOXGALACTKIN-RXN
16548	BI	16545	RXN0-1382
16576	BI	16573	PSERTRANSAMPYR-RXN
16586	LR	16585	RXN0-949
16598	LR	16597	RXN-14325
16604	BI	16601	ASPARTASE-RXN
16611	RL	16609	ADENPRIBOSYLTRAN-RXN
16614	LR	16613	ARYLAMINE-N-ACETYLTRANSFERASE-RXN
16656	BI	16653	1.1.1.215-RXN
16658	LR	16657	INOSINE-NUCLEOSIDASE-RXN
16670	LR	16669	RXN0-901
16690	LR	16689	RXN66-526
16778	LR	16777	TRANS-RXN-2
16782	LR	16781	ACYL-COA-HYDROLASE-RXN
16794	LR	16793	P-PANTOCYSDECARB-RXN
16812	BI	16809	METHYLISOCITRATE-LYASE-RXN
16826	LR	16825	URIDINEKIN-RXN
16834	LR	16833	GLUTATHIONE-PEROXIDASE-RXN
16846	LR	16845	CITSYN-RXN
16854	LR	16853	AMPSYN-RXN
16864	BI	16861	DAPASYN-RXN
16882	LR	16881	THIOSULFATE-SULFURTRANSFERASE-RXN
16916	BI	16913	PHOSPHASERSYN-RXN
16946	LR	16945	GCVT-RXN
16954	LR	16953	SUCCORNTRANSAM-RXN
16972	BI	16969	DTDPDEHYDRHAMEPIM-RXN
16990	LR	16989	RXN0-1001
17010	LR	17009	O-SUCCINYLBENZOATE-COA-LIG-RXN
17019	RL	17017	RXN0-1133
17030	LR	17029	ALLANTOINASE-RXN
17056	BI	17053	TRANSALDOL-RXN
17090	LR	17089	KDPGALDOL-RXN
17098	LR	17097	PHENYLPYRUVATE-TAUTOMERASE-RXN
17106	LR	17105	RXN-11475
17130	LR	17129	FGAMSYN-RXN
17174	LR	17173	GSPAMID-RXN
17187	RL	17185	GMP-REDUCT-RXN
17216	BI	17213	UDPGLCNACEPIM-RXN
17224	BI	17221	DTDPGLUCDEHYDRAT-RXN
17236	BI	17233	FUCISOM-RXN
17238	LR	17237	FADSYN-RXN
17250	LR	17249	RXN-15293
17262	LR	17261	ARYLSULFAT-RXN
17268	BI	17265	ACONITATE-DELTA-ISOMERASE-RXN
17278	LR	17277	PGLUCONDEHYDRAT-RXN
17314	LR	17313	HISTIDINE--TRNA-LIGASE-RXN
17328	BI	17325	TETHYDPICSUCC-RXN
17399	RL	17397	3-OXOACYL-ACP-REDUCT-RXN
17418	LR	17417	N-ACETYLGLUCOSAMINE-KINASE-RXN
17434	LR	17433	CHD-RXN
17442	LR	17441	CYSTEINE-AMINOTRANSFERASE-RXN
17454	LR	17453	GLYRIBONUCSYN-RXN
17458	LR	17457	RXN0-308
17476	BI	17473	GTP-CYCLOHYDRO-I-RXN
17536	BI	17533	2.6.1.57-RXN
17578	LR	17577	5.1.3.20-RXN
17634	LR	17633	BETA-GLUCURONID-RXN
17642	LR	17641	ARGDECARBOX-RXN
17664	BI	17661	SUCCCOASYN-RXN
17666	LR	17665	RXN0-947
17726	LR	17725	2-METHYLCITRATE-DEHYDRATASE-RXN
17738	LR	17737	RXN-7968
17739	RL	17737	SHIKIMATE-5-DEHYDROGENASE-RXN
17742	LR	17741	RXN-7968
17743	RL	17741	RXN-7968
17754	LR	17753	RIBOSYLHOMOCYSTEINASE-RXN
17774	LR	17773	CYSTEINE--TRNA-LIGASE-RXN
17786	LR	17785	GLUTDECARBOX-RXN
17806	LR	17805	ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN
17816	BI	17813	ALTRO-OXIDOREDUCT-RXN
17818	LR	17817	UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN
17826	LR	17825	GLUCOKIN-RXN
17847	RL	17845	RIBOFLAVINSYNREDUC-RXN
17852	BI	17849	3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN
17867	RL	17865	1.5.1.34-RXN
17871	RL	17869	1.5.1.34-RXN
17874	LR	17873	ABC-5-RXN
17938	LR	17937	METHGLYSYN-RXN
17944	BI	17941	4.2.1.99-RXN
17975	RL	17973	HYPOXANPRIBOSYLTRAN-RXN
17990	LR	17989	PROTEIN-KINASE-RXN
18052	BI	18049	ACETYLORNTRANSAM-RXN
18074	LR	18073	RXN0-6491
18114	LR	18113	NUCLEOSIDE-DIP-KIN-RXN
18128	BI	18125	RXN-11193
18136	BI	18133	SULFATE-ADENYLYLTRANS-RXN
18159	RL	18157	PEPDEPHOS-RXN
18182	LR	18181	MALSYN-RXN
18192	BI	18189	GLYCOGENSYN-RXN
18220	BI	18217	DIAMTRANSAM-RXN
18246	LR	18245	DEPHOSPHOCOAKIN-RXN
18254	LR	18253	MALIC-NADP-RXN
18258	LR	18257	RXN0-1461
18292	BI	18289	D--TARTRATE-DEHYDRATASE-RXN
18302	LR	18301	GMP-SYN-NH3-RXN
18324	BI	18321	BRANCHED-CHAINAMINOTRANSFERLEU-RXN
18340	BI	18337	RXN0-5398
18366	LR	18365	1.1.1.83-RXN
18382	LR	18381	2.7.1.121-RXN
18426	LR	18425	RXN-7967
18438	LR	18437	2.7.1.148-RXN
18448	BI	18445	IMPCYCLOHYDROLASE-RXN
18458	LR	18457	DIOHBUTANONEPSYN-RXN
18476	BI	18473	ATPPHOSPHORIBOSYLTRANS-RXN
18490	LR	18489	R524-RXN
18499	RL	18497	LXULRU5P-RXN
18588	BI	18585	TRIOSEPISOMERIZATION-RXN
18590	LR	18589	GSADENYLATION-RXN
18618	LR	18617	PEPCARBOXYKIN-RXN
18630	LR	18629	NAD-KIN-RXN
18634	LR	18633	CARBPSYN-RXN
18650	LR	18649	GALACTONDEHYDRAT-RXN
18659	RL	18657	RXN0-300
18670	LR	18669	ADENOSINE-NUCLEOSIDASE-RXN
18682	LR	18681	UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN
18690	LR	18689	PHOSPHOLIPASE-A1-RXN
18738	LR	18737	2.7.9.3-RXN
18796	BI	18793	PPENTOMUT-RXN
18830	LR	18829	ERYTHRON4PDEHYDROG-RXN
18843	RL	18841	TSA-REDUCT-RXN
18847	RL	18845	TSA-REDUCT-RXN
18848	BI	18845	RXN0-5289
18870	LR	18869	LYXK-RXN
18887	RL	18885	1.1.1.271-RXN
18890	LR	18889	TREHALOSE6PSYN-RXN
18968	BI	18965	UROGENIIISYN-RXN
18984	BI	18981	1.1.1.168-RXN
18984	BI	18981	DEHYDROPANTLACRED-RXN
18988	BI	18985	ISOCHORSYN-RXN
19071	RL	19069	GLYOXI-RXN
19090	LR	19089	UROPORIIIMETHYLTRANSA-RXN
19106	LR	19105	AMINOBUTDEHYDROG-RXN
19130	LR	19129	THYKI-RXN
19160	BI	19157	XYLONATE-DEHYDRATASE-RXN
19170	LR	19169	4.3.1.17-RXN
19186	LR	19185	HYDGLUTSYN-RXN
19190	LR	19189	RXN0-1134
19318	LR	19317	RXN0-742
19334	LR	19333	OXALYL-COA-DECARBOXYLASE-RXN
19362	LR	19361	FPPSYN-RXN
19379	RL	19377	NADPH-DEHYDROGENASE-FLAVIN-RXN
19379	RL	19377	RXN-12445
19384	BI	19381	RXN-8642
19398	LR	19397	P-PANTOCYSLIG-RXN
19410	LR	19409	7-ALPHA-HYDROXYSTEROID-DEH-RXN
19414	LR	19413	PHENYLALANINE--TRNA-LIGASE-RXN
19434	LR	19433	GLUCONOKIN-RXN
19456	BI	19453	ALANINE-AMINOTRANSFERASE-RXN
19466	LR	19465	R621-RXN
19470	LR	19469	R621-RXN
19483	RL	19481	RXN-3641
19498	LR	19497	ASPDECARBOX-RXN
19516	BI	19513	ORNCARBAMTRANSFER-RXN
19524	BI	19521	PHOSACETYLTRANS-RXN
19534	LR	19533	SUCCARGDIHYDRO-RXN
19543	RL	19541	GLUTSEMIALDEHYDROG-RXN
19554	LR	19553	TRYPTOPHAN-RXN
19570	LR	19569	RXN0-5144
19576	BI	19573	POLYPHOSPHATE-KINASE-RXN
19610	LR	19609	RXN-11633
19622	LR	19621	CYCPHOSDIESTER-RXN
19626	LR	19625	THREONINE-ALDOLASE-RXN
19632	BI	19629	ISOCITDEH-RXN
19650	LR	19649	ASPARTATE--TRNA-LIGASE-RXN
19664	BI	19661	MANNPDEHYDROG-RXN
19670	LR	19669	3.6.5.1-RXN
19670	LR	19669	RXN0-5462
19692	BI	19689	RHAMNULPALDOL-RXN
19710	LR	19709	RXN-1623
19738	LR	19737	RXN0-3942
19802	LR	19801	PANTEPADENYLYLTRAN-RXN
19808	BI	19805	PNP-RXN
19834	LR	19833	FORMYLTHFDEFORMYL-RXN
19840	BI	19837	SORB6PDEHYDROG-RXN
19866	LR	19865	UROGENDECARBOX-RXN
19890	LR	19889	GLUC1PURIDYLTRANS-RXN
19894	LR	19893	PYRIMSYN3-RXN
19934	LR	19933	GLUCOSE-1-PHOSPHAT-RXN
19950	LR	19949	H2PTEROATESYNTH-RXN
19982	LR	19981	RXN-2962
19986	LR	19985	RXN-2962
19995	RL	19993	1.8.4.13-RXN
19998	LR	19997	PHOSPHOENOLPYRUVATE-PHOSPHATASE-RXN
20002	LR	20001	GLYCOLALD-DEHYDROG-RXN
20014	LR	20013	ASPCARBTRANS-RXN
20050	LR	20049	HISTCYCLOHYD-RXN
20078	LR	20077	2.1.1.34-RXN
20098	LR	20097	MANNONDEHYDRAT-RXN
20112	BI	20109	RXN0-1401
20116	BI	20113	BETA-PHOSPHOGLUCOMUTASE-RXN
20118	LR	20117	RHAMNULOKIN-RXN
20122	LR	20121	GLUTAMINE--TRNA-LIGASE-RXN
20130	LR	20129	AMP-NUCLEOSID-RXN
20192	BI	20189	DIHYDROURACIL-DEHYDROGENASE-NAD%2b-RXN
20222	LR	20221	FORMATETHFLIG-RXN
20230	LR	20229	DHBAMPLIG-RXN
20252	BI	20249	ALARACECAT-RXN
20280	BI	20277	2.3.1.118-RXN
20302	LR	20301	ARGININE--TRNA-LIGASE-RXN
20310	LR	20309	CATAL-RXN
20347	RL	20345	THIOREDOXIN-REDUCT-NADPH-RXN
20358	LR	20357	HCAMULTI-RXN
20374	LR	20373	PROPIONATE--COA-LIGASE-RXN
20394	LR	20393	2.3.1.49-RXN
20398	LR	20397	O-SUCCHOMOSERLYASE-RXN
20402	LR	20401	BETA-LACTAMASE-RXN
20474	LR	20473	RXN-8655
20534	LR	20533	3.1.3.74-RXN
20538	LR	20537	3.1.4.14-RXN
20556	BI	20553	METHYLMALONYL-COA-EPIM-RXN
20606	LR	20605	CYTDEAM-RXN
20622	LR	20621	RXN0-5205
20630	LR	20629	3.1.3.16-RXN
20662	LR	20661	3.4.13.22-RXN
20697	LR	20696	SUPEROX-DISMUT-RXN
20701	LR	20700	TETRAACYLDISACC4KIN-RXN
20713	LR	20712	7KAPSYN-RXN
20739	BI	20736	AKBLIG-RXN
20773	LR	20772	RIBOFLAVIN-SYN-RXN
20783	BI	20780	GUANYL-KIN-RXN
20793	LR	20792	LYSINE--TRNA-LIGASE-RXN
20829	LR	20828	PHOSPHASERDECARB-RXN
20957	LR	20956	PHENYLACETATE--COA-LIGASE-RXN
20965	LR	20964	2.6.1.7-RXN
21017	LR	21016	ASPARAGHYD-RXN
